"File","Operation","Tables","Columns","PrimaryTable","AliasedColumns","Sql"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSnapshot\Program.cs","SELECT","information_schema","column_default;column_name;column_type;data_type;extra;ifnull(column_comment;is_nullable;ordinal_position","information_schema","System.Collections.Hashtable","SELECT COLUMN_NAME, DATA_TYPE, COLUMN_TYPE, IS_NULLABLE, COLUMN_DEFAULT, EXTRA, ORDINAL_POSITION, IFNULL(COLUMN_COMMENT,'') FROM information_schema.columns WHERE table_schema=DATABASE() AND table_name=@t ORDER BY ORDINAL_POSITION"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSnapshot\Program.cs","SELECT","information_schema","column_name;constraint_name","information_schema","System.Collections.Hashtable","SELECT COLUMN_NAME, CONSTRAINT_NAME FROM information_schema.key_column_usage WHERE table_schema=DATABASE() AND table_name=@t"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSync\Program.cs","SELECT","information_schema","table_name","information_schema","System.Collections.Hashtable","SELECT table_name FROM information_schema.tables WHERE table_schema=DATABASE()"
"C:\GitHub\YASGMP\YASGMP\tools\SchemaSync\Program.cs","SELECT","information_schema","column_name","information_schema","System.Collections.Hashtable","SELECT column_name FROM information_schema.columns WHERE table_schema=DATABASE() AND table_name=@t"
"C:\GitHub\YASGMP\YASGMP\tools\SourceSchemaSync\Program.cs","SELECT","information_schema","column_name;table_name","information_schema","System.Collections.Hashtable","SELECT table_name, column_name FROM information_schema.columns WHERE table_schema = DATABASE()"
"C:\GitHub\YASGMP\YASGMP\ViewModels\CalibrationsViewModel.cs","SELECT","calibrations","*","calibrations","System.Collections.Hashtable","SELECT * FROM calibrations ORDER BY calibration_date DESC"
"C:\GitHub\YASGMP\YASGMP\ViewModels\CalibrationsViewModel.cs","DELETE","calibrations","","calibrations",,"DELETE FROM calibrations WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\ViewModels\ChangeControlViewModel.cs","SELECT","change_controls","*","change_controls","System.Collections.Hashtable","SELECT * FROM change_controls"
"C:\GitHub\YASGMP\YASGMP\ViewModels\ChangeControlViewModel.cs","INSERT","change_controls","code;date_requested;description;requested_by_id;status;title","change_controls",,"INSERT INTO change_controls (code, title, description, status, requested_by_id, date_requested) VALUES (@code, @title, @desc, @status, @rbid, @dt)"
"C:\GitHub\YASGMP\YASGMP\ViewModels\ChangeControlViewModel.cs","UPDATE","change_controls","status","change_controls",,"UPDATE change_controls SET status=@status WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\ViewModels\ChangeControlViewModel.cs","UPDATE","change_controls","status","change_controls",,"UPDATE change_controls SET status=@status WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\ViewModels\ChangeControlViewModel.cs","UPDATE","change_controls","status","change_controls",,"UPDATE change_controls SET status=@status WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\CalibrationsPage.xaml.cs","INSERT","calibrations","calibration_date;cert_doc;comment;component_id;digital_signature;last_modified;last_modified_by_id;next_due;result;supplier_id","calibrations",,"INSERT INTO calibrations (component_id, supplier_id, calibration_date, next_due, cert_doc, result, comment, digital_signature, last_modified, last_modified_by_id) VALUES (@cid, @supid, @cdate, @ndue, @cert, @res, @comm, @sig, @mod, @modby)"
"C:\GitHub\YASGMP\YASGMP\Views\CalibrationsPage.xaml.cs","UPDATE","calibrations","calibration_date;cert_doc;comment;component_id;digital_signature;last_modified;last_modified_by_id;next_due;result;supplier_id","calibrations",,"UPDATE calibrations SET component_id=@cid, supplier_id=@supid, calibration_date=@cdate, next_due=@ndue, cert_doc=@cert, result=@res, comment=@comm, digital_signature=@sig, last_modified=@mod, last_modified_by_id=@modby WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\CalibrationsPage.xaml.cs","SELECT","calibrations","*","calibrations","System.Collections.Hashtable","SELECT * FROM calibrations ORDER BY calibration_date DESC"
"C:\GitHub\YASGMP\YASGMP\Views\CalibrationsPage.xaml.cs","INSERT","calibrations","calibration_date;cert_doc;comment;component_id;digital_signature;last_modified;last_modified_by_id;next_due;result;supplier_id","calibrations",,"INSERT INTO calibrations (component_id, supplier_id, calibration_date, next_due, cert_doc, result, comment, digital_signature, last_modified, last_modified_by_id) VALUES (@cid, @supid, @cdate, @ndue, @cert, @res, @comm, @sig, @mod, @modby)"
"C:\GitHub\YASGMP\YASGMP\Views\CalibrationsPage.xaml.cs","UPDATE","calibrations","calibration_date;cert_doc;comment;component_id;digital_signature;last_modified;last_modified_by_id;next_due;result;supplier_id","calibrations",,"UPDATE calibrations SET component_id=@cid, supplier_id=@supid, calibration_date=@cdate, next_due=@ndue, cert_doc=@cert, result=@res, comment=@comm, digital_signature=@sig, last_modified=@mod, last_modified_by_id=@modby WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","SELECT","machine_components","code;id;install_date;machine_id;name;sop_doc;status;type","machine_components","System.Collections.Hashtable","SELECT id, machine_id, code, name, type, sop_doc, status, install_date FROM machine_components WHERE is_deleted = 0 OR is_deleted IS NULL ORDER BY name;"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","INSERT","machine_components","code;install_date;machine_id;name;sop_doc;status;type","machine_components",,"INSERT INTO machine_components (machine_id, code, name, type, sop_doc, status, install_date) VALUES (@machine_id, @code, @name, @type, @sop_doc, @status, @install_date);"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","UPDATE","machine_components","code;install_date;machine_id;name;sop_doc;status;type","machine_components",,"UPDATE machine_components SET machine_id=@machine_id, code=@code, name=@name, type=@type, sop_doc=@sop_doc, status=@status, install_date=@install_date WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","UPDATE","machine_components","deleted_at;is_deleted","machine_components",,"UPDATE machine_components SET is_deleted=1, deleted_at=NOW() WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","SELECT","machine_components","code;id;install_date;machine_id;name;sop_doc;status;type","machine_components","System.Collections.Hashtable","SELECT id, machine_id, code, name, type, sop_doc, status, install_date FROM machine_components WHERE is_deleted = 0 OR is_deleted IS NULL ORDER BY name;"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","INSERT","machine_components","code;install_date;machine_id;name;sop_doc;status;type","machine_components",,"INSERT INTO machine_components (machine_id, code, name, type, sop_doc, status, install_date) VALUES (@machine_id, @code, @name, @type, @sop_doc, @status, @install_date);"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","UPDATE","machine_components","code;install_date;machine_id;name;sop_doc;status;type","machine_components",,"UPDATE machine_components SET machine_id=@machine_id, code=@code, name=@name, type=@type, sop_doc=@sop_doc, status=@status, install_date=@install_date WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Views\ComponentsPage.xaml.cs","UPDATE","machine_components","deleted_at;is_deleted","machine_components",,"UPDATE machine_components SET is_deleted=1, deleted_at=NOW() WHERE id=@id;"
"C:\GitHub\YASGMP\YASGMP\Views\MachinesPage.xaml.cs","SELECT","machines","code;id;install_date;location;manufacturer;name;qr_code;status;urs_doc","machines","System.Collections.Hashtable","SELECT id, code, name, manufacturer, location, install_date, urs_doc, status, qr_code FROM machines"
"C:\GitHub\YASGMP\YASGMP\Views\MachinesPage.xaml.cs","INSERT","machines","code;install_date;location;manufacturer;name;qr_code;status;urs_doc","machines",,"INSERT INTO machines (code, name, manufacturer, location, install_date, urs_doc, status, qr_code) VALUES (@code, @name, @manufacturer, @location, @install_date, @urs_doc, @status, @qr_code)"
"C:\GitHub\YASGMP\YASGMP\Views\MachinesPage.xaml.cs","UPDATE","machines","code;install_date;location;manufacturer;name;qr_code;status;urs_doc","machines",,"UPDATE machines SET code=@code, name=@name, manufacturer=@manufacturer, location=@location, install_date=@install_date, urs_doc=@urs_doc, status=@status, qr_code=@qr_code WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\MachinesPage.xaml.cs","SELECT","machines","code;id;install_date;location;manufacturer;name;qr_code;status;urs_doc","machines","System.Collections.Hashtable","SELECT id, code, name, manufacturer, location, install_date, urs_doc, status, qr_code FROM machines"
"C:\GitHub\YASGMP\YASGMP\Views\MachinesPage.xaml.cs","INSERT","machines","code;install_date;location;manufacturer;name;qr_code;status;urs_doc","machines",,"INSERT INTO machines (code, name, manufacturer, location, install_date, urs_doc, status, qr_code) VALUES (@code, @name, @manufacturer, @location, @install_date, @urs_doc, @status, @qr_code)"
"C:\GitHub\YASGMP\YASGMP\Views\MachinesPage.xaml.cs","UPDATE","machines","code;install_date;location;manufacturer;name;qr_code;status;urs_doc","machines",,"UPDATE machines SET code=@code, name=@name, manufacturer=@manufacturer, location=@location, install_date=@install_date, urs_doc=@urs_doc, status=@status, qr_code=@qr_code WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\MachinesPage.xaml.cs","DELETE","machines","","machines",,"DELETE FROM machines WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\PartsPage.xaml.cs","SELECT","parts","code;id;image;location;name;price;stock;supplier","parts","System.Collections.Hashtable","SELECT id, code, name, supplier, price, stock, location, image FROM parts"
"C:\GitHub\YASGMP\YASGMP\Views\PartsPage.xaml.cs","INSERT","parts","code;image;location;name;price;stock;supplier","parts",,"INSERT INTO parts (code, name, supplier, price, stock, location, image) VALUES (@code, @name, @supplier, @price, @stock, @location, @image)"
"C:\GitHub\YASGMP\YASGMP\Views\PartsPage.xaml.cs","UPDATE","parts","code;image;location;name;price;stock;supplier","parts",,"UPDATE parts SET code=@code, name=@name, supplier=@supplier, price=@price, stock=@stock, location=@location, image=@image WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\PartsPage.xaml.cs","SELECT","parts","code;id;image;location;name;price;stock;supplier","parts","System.Collections.Hashtable","SELECT id, code, name, supplier, price, stock, location, image FROM parts"
"C:\GitHub\YASGMP\YASGMP\Views\PartsPage.xaml.cs","INSERT","parts","code;image;location;name;price;stock;supplier","parts",,"INSERT INTO parts (code, name, supplier, price, stock, location, image) VALUES (@code, @name, @supplier, @price, @stock, @location, @image)"
"C:\GitHub\YASGMP\YASGMP\Views\PartsPage.xaml.cs","UPDATE","parts","code;image;location;name;price;stock;supplier","parts",,"UPDATE parts SET code=@code, name=@name, supplier=@supplier, price=@price, stock=@stock, location=@location, image=@image WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\PartsPage.xaml.cs","DELETE","parts","","parts",,"DELETE FROM parts WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\SuppliersPage.xaml.cs","SELECT","suppliers","address;city;contract_file;country;email;id;name;notes;phone;supplier_type;vat_number;website","suppliers","System.Collections.Hashtable","SELECT id, name, vat_number, address, city, country, email, phone, website, supplier_type, notes, contract_file FROM suppliers"
"C:\GitHub\YASGMP\YASGMP\Views\SuppliersPage.xaml.cs","INSERT","suppliers","address;city;contract_file;country;email;name;notes;phone;supplier_type;vat_number;website","suppliers",,"INSERT INTO suppliers (name, vat_number, address, city, country, email, phone, website, supplier_type, notes, contract_file) VALUES (@name, @vat_number, @address, @city, @country, @email, @phone, @website, @supplier_type, @notes, @contract_file)"
"C:\GitHub\YASGMP\YASGMP\Views\SuppliersPage.xaml.cs","UPDATE","suppliers","address;city;contract_file;country;email;name;notes;phone;supplier_type;vat_number;website","suppliers",,"UPDATE suppliers SET name=@name, vat_number=@vat_number, address=@address, city=@city, country=@country, email=@email, phone=@phone, website=@website, supplier_type=@supplier_type, notes=@notes, contract_file=@contract_file WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\SuppliersPage.xaml.cs","SELECT","suppliers","address;city;contract_file;country;email;id;name;notes;phone;supplier_type;vat_number;website","suppliers","System.Collections.Hashtable","SELECT id, name, vat_number, address, city, country, email, phone, website, supplier_type, notes, contract_file FROM suppliers"
"C:\GitHub\YASGMP\YASGMP\Views\SuppliersPage.xaml.cs","INSERT","suppliers","address;city;contract_file;country;email;name;notes;phone;supplier_type;vat_number;website","suppliers",,"INSERT INTO suppliers (name, vat_number, address, city, country, email, phone, website, supplier_type, notes, contract_file) VALUES (@name, @vat_number, @address, @city, @country, @email, @phone, @website, @supplier_type, @notes, @contract_file)"
"C:\GitHub\YASGMP\YASGMP\Views\SuppliersPage.xaml.cs","UPDATE","suppliers","address;city;contract_file;country;email;name;notes;phone;supplier_type;vat_number;website","suppliers",,"UPDATE suppliers SET name=@name, vat_number=@vat_number, address=@address, city=@city, country=@country, email=@email, phone=@phone, website=@website, supplier_type=@supplier_type, notes=@notes, contract_file=@contract_file WHERE id=@id"
"C:\GitHub\YASGMP\YASGMP\Views\SuppliersPage.xaml.cs","DELETE","suppliers","","suppliers",,"DELETE FROM suppliers WHERE id=@id"
